Organisation,KvK number,clean_name
VI Company Financials B.V.,54600189.0,vi company financials
VI Technologies B.V.,63846683.0,vi technologies
VIA Outlets B.V.,76586537.0,via outlets
Via Technologies Europe B.V.,69169969.0,via technologies
ViaEurope B.V.,64860817.0,viaeurope
Vialis B.V.,34117661.0,vialis
Viaplay Group Netherlands B.V.,84541067.0,viaplay
ViaSat Netherlands B.V.,66419956.0,viasat
Viaservice B.V.,27168771.0,viaservice
ViaVac Vacuum Lifting,30130509.0,viavac vacuum lifting
Viaware B.V.,57830037.0,viaware
Vibe Group Contracts B.V.,64057569.0,vibe contracts
Vibes Technology B.V.,65463838.0,vibes technology
Vibrantz Color Solutions Europe B.V.,14055742.0,vibrantz color solutions
Vicarious Perception Technologies BV,34151114.0,vicarious perception technologies
Vice Benelux B.V.,34244797.0,vice benelux
ViCentra B.V.,57237662.0,vicentra
ViCentra Manufacturing B.V.,68604084.0,vicentra manufacturing
Vici B.V.,20094288.0,vici
VICO Therapeutics B.V.,75857448.0,vico therapeutics
Vicoma Rotterdam B.V.,24146781.0,vicoma rotterdam
Victor Holland B.V.,61525502.0,victor holland
Victoria Amsterdam Hotel Operator B.V.,33245263.0,victoria amsterdam hotel operator
Victory Equestrian Sport B.V.,20053865.0,victory equestrian sport
Victron Energy B.V.,39059013.0,victron energy
Victron Solutions B.V.,39074846.0,victron solutions
vidaXL Services B.V.,95301690.0,vidaxl services
Videojet Technologies B.V.,23081171.0,videojet technologies
VieCuri Medisch Centrum voor Noord-Limburg,41063674.0,viecuri medisch centrum voor noordlimburg
Vierkant Business B.V.,20104334.0,vierkant business
Viet Yam B.V.,66873231.0,viet yam
ViewSonic Europe Limited,68037228.0,viewsonic limited
ViewSonic Netherlands B.V.,77172329.0,viewsonic
ViiV Healthcare B.V.,30269460.0,viiv healthcare
Vijverberg Management Consultants B.V.,24199609.0,vijverberg management consultants
ViKi Serv B.V.,65535103.0,viki serv
Viking Life-Saving Equipment B.V.,23043879.0,viking lifesaving equipment
Viking Office Europe B.V.,12066592.0,viking office
Viking Office International B.V.,12066591.0,viking office international
Viktor & Rolf B.V.,34128921.0,viktor rolf
Villa Parmentier B.V.,27367657.0,villa parmentier
Villares Metals International B.V.,23034749.0,villares metals international
Villari B.V.,76689263.0,villari
VIM B.V.,56279027.0,vim
VIM Group Brand Implementation B.V.,59111941.0,vim brand implementation
VIMEC,17075873.0,vimec
VIMN Netherlands B.V.,33255367.0,vimn
Vimpex International Footwear B.V.,53830822.0,vimpex international footwear
Vink Systemen B.V.,28051042.0,vink systemen
Vinmar International B.V.,24281570.0,vinmar international
VINNO Technology NL B.V.,80804810.0,vinno technology nl
Vinted B.V.,64193632.0,vinted
Vinted Go B.V.,66323673.0,vinted go
Vintura B.V.,30142240.0,vintura
Vinturas B.V.,74313460.0,vinturas
Vintus B.V.,82648026.0,vintus
VION Food Nederland B.V.,16078870.0,vion food
VIRO Arnhem B.V.,6090013.0,viro arnhem
VIRO Echt B.V.,6089929.0,viro echt
VIRO Hengelo B.V.,6065592.0,viro hengelo
VIRO Oss B.V.,17107905.0,viro oss
VIRO Vlaardingen B.V.,8167810.0,viro vlaardingen
ViroClinics Biosciences B.V.,24462693.0,viroclinics biosciences
Virology Education B.V.,30171841.0,virology education
VIRTU SECURE WEBSERVICES B.V.,6092246.0,virtu secure webservices
Virtuagym B.V.,34296133.0,virtuagym
Virtual Forge Benelux B.V.,71746749.0,virtual forge benelux
Virtual Sciences Solutions B.V.,30156697.0,virtual sciences solutions
Virtual Vaults Nederland B.V.,61213985.0,virtual vaults
VirtualMetric B.V.,65058143.0,virtualmetric
Virtualworkforce.ai B.V.,94731136.0,virtualworkforceai
"Virtusa International, B.V.",34295390.0,virtusa international
Visa Europe (Netherlands) B.V.,34304949.0,visa
Visa Service Desk Beheer B.V.,74421174.0,visa service desk beheer
Viscon Plant Technology B.V.,23054213.0,viscon plant technology
Vish Psychiatrische Praktijk,59020776.0,vish psychiatrische praktijk
ViSight B.V.,74924567.0,visight
VisionBI B.V.,60893125.0,visionbi
VisionLabs B.V.,69469830.0,visionlabs
Visionnav Robotics Europe B.V.,87261928.0,visionnav robotics
Visionplanner B.V.,30136344.0,visionplanner
Visionplatform.ai B.V.,90571797.0,visionplatformai
VisionWillow B.V.,82025096.0,visionwillow
Visiopharm NL B.V.,82176779.0,visiopharm nl
Visma Connect,30217488.0,visma connect
Visma Idella B.V.,39048695.0,visma idella
Visma Raet B.V.,32097068.0,visma raet
Visma Verzuim B.V.,74711016.0,visma verzuim
Visma Youserve B.V.,75348799.0,visma youserve
Visscher Caravelle B.V.,5050626.0,visscher caravelle
Visscher Caravelle Participaties B.V.,5056416.0,visscher caravelle participaties
Visser & Visser Accountants B.V.,24399629.0,visser visser accountants
Visser & Visser Audit en Assurance B.V.,24399626.0,visser visser audit en assurance
Vistaprint B.V.,12051083.0,vistaprint
Vistra Corporate Services B.V.,20061881.0,vistra corporate services
Vistra Employment (Netherlands) B.V.,67109365.0,vistra employment
VisualFabriq Revenue Management B.V.,57087156.0,visualfabriq revenue management
Visualise.bio B.V.,94674728.0,visualisebio
VISUfarma B.V.,66220912.0,visufarma
Vita Euroland Agriculture B.V.,62495771.0,vita euroland agriculture
VitalFluid B.V.,61141208.0,vitalfluid
VitalHealth Software Holding B.V.,9156850.0,vitalhealth software
Vitalias B.V.,63457857.0,vitalias
VitalScientific B.V.,84455853.0,vitalscientific
VitalSelect B.V.,62553429.0,vitalselect
Vitens N.V.,5069581.0,vitens
Viterra B.V.,24138640.0,viterra
Vitestro B.V.,69461708.0,vitestro
Vitestro International B.V.,92398812.0,vitestro international
Vitestro Production B.V.,92397492.0,vitestro production
Vitol Netherlands Coöperatief U.A.,71845178.0,vitol coperatief ua
Vitol SA Rotterdam Branch,24170687.0,vitol sa rotterdam branch
Vitreq B.V.,60972084.0,vitreq
VitroScan B.V.,66882907.0,vitroscan
Vitrotem B.V.,76715221.0,vitrotem
Vivaltes B.V.,67342434.0,vivaltes
Vivar Ship Services B.V.,71929207.0,vivar ship services
Vivera B.V.,61063827.0,vivera
Vivici B.V.,88737837.0,vivici
Vivid Money B.V.,78219159.0,vivid money
Vivienne Court Trading Pty Ltd,74128256.0,vivienne court trading pty ltd
Vivo Energy Investments B.V.,52500543.0,vivo energy investments
Vivo Energy Morocco Holdings B.V.,52987965.0,vivo energy morocco holdings
Vivo Energy Supply B.V.,73836257.0,vivo energy supply
Vivo Energy Uganda Holdings B.V.,53690923.0,vivo energy uganda holdings
Vivotek Netherlands B.V.,56064055.0,vivotek
ViX Communications B.V.,87043769.0,vix communications
VKE Construction B.V.,90710096.0,vke construction
VL Flex B.V.,59262036.0,vl flex
Vlastuin CDI B.V.,32171669.0,vlastuin cdi
VleugelAutomation B.V.,74535137.0,vleugelautomation
Vlisco Netherlands B.V.,50751492.0,vlisco
VLIT SERVICES B.V.,55854877.0,vlit services
Vloto B.V.,67630367.0,vloto
VLUGP,34348954.0,vlugp
VMI Holland B.V.,8013145.0,vmi holland
VML Netherlands B.V.,32092788.0,vml
VMR Promotion B.V.,64766659.0,vmr promotion
VMware Netherlands B.V.,30241275.0,vmware
VMX Architects B.V.,34330745.0,vmx architects
VNG International B.V.,27195046.0,vng international
Vobesoft B.V.,76416429.0,vobesoft
VOC-Consultancy B.V.,30237444.0,vocconsultancy
Vodafone Libertel B.V.,14052264.0,vodafone libertel
VodafoneZiggo Employment B.V.,52444511.0,vodafoneziggo employment
Voeg Snel B.V.,66281067.0,voeg snel
voestalpine Automotive Components Bunschoten B.V.,31010568.0,voestalpine automotive components bunschoten
Voetbalzone B.V.,9169860.0,voetbalzone
Vogelaar-Vredehof B.V.,22018955.0,vogelaarvredehof
Vogel's Products B.V.,17055312.0,vogels products
VoipZeker B.V.,54462444.0,voipzeker
Voith Paper B.V.,8051423.0,voith paper
Volantis B.V.,12033333.0,volantis
Volker Wessels Telecom B.V.,24321042.0,volker wessels telecom
VolkerRail Nederland B.V.,30142333.0,volkerrail
Volkswagen Financial Services N.V.,33172400.0,volkswagen financial services
Volkswagen International Finance N.V.,33148825.0,volkswagen international finance
Volkswagen Pon Financial Services B.V.,20073305.0,volkswagen pon financial services
Volstora B.V.,82480664.0,volstora
Voltiq B.V.,57500843.0,voltiq
Volvo Car Nederland B.V.,14051974.0,volvo car
Volvo Construction Equipment B.V.,29046290.0,volvo construction equipment
Volvo Group The Netherlands B.V.,29034670.0,volvo
Vonk EUA B.V.,66831180.0,vonk eua
VONQ B.V.,24402216.0,vonq
Voodoo Netherlands B.V.,74174428.0,voodoo
Voorhealth B.V.,59886110.0,voorhealth
Voormedia B.V.,27251772.0,voormedia
Voort B.V.,30145906.0,voort
Voortman Sales & Engineering B.V.,61589993.0,voortman sales engineering
Vopak Global IT B.V.,24146892.0,vopak global it
Vopak LNG Holding B.V.,24393004.0,vopak lng
Vormats B.V.,71626913.0,vormats
Vos Investments Beheer B.V.,53297318.0,vos investments beheer
Vos Prodect Innovations B.V.,67684831.0,vos prodect innovations
Voskamp Aluminium B.V.,6063865.0,voskamp aluminium
Vosta LMG B.V.,33274940.0,vosta lmg
VOVB en Partners B.V.,30190706.0,vovb en partners
Vox AI B.V.,91669820.0,vox ai
Voxius Lease a Lawyer B.V.,24305266.0,voxius lease a lawyer
Voxtur B.V.,78342341.0,voxtur
Voyex B.V.,78738083.0,voyex
VPK Packaging B.V.,18132296.0,vpk packaging
VR European Holdings B.V.,33260952.0,vr european holdings
VRAIFUTURE B.V.,71971114.0,vraifuture
VREMAC Cylinders,8044397.0,vremac cylinders
Vriesoord B.V.,16051576.0,vriesoord
Vripack Design B.V.,1035286.0,vripack design
VROEGH Design B.V.,75150816.0,vroegh design
Vroko International Holding B.V.,34153914.0,vroko international
Vroom Consultancy B.V.,33271613.0,vroom consultancy
Vroon B.V.,21001755.0,vroon
VRP Consulting B.V.,73366188.0,vrp consulting
Vruchtvlees B.V.,68437978.0,vruchtvlees
Vrumona B.V.,30024744.0,vrumona
Vryhof Anchors B.V.,24241024.0,vryhof anchors
VS&T Valves B.V.,71943668.0,vst valves
V-Silicon Netherlands B.V.,71667903.0,vsilicon
VSL B.V.,27228703.0,vsl
vSmart B.V.,57957851.0,vsmart
VSParticle B.V.,65630688.0,vsparticle
VST Europe B.V.,56337124.0,vst
VSTEP B.V.,24390114.0,vstep
VTC Europe B.V.,68114710.0,vtc
VTEC Lasers & Sensors Ltd.,53020057.0,vtec lasers sensors ltd
V-Tron B.V.,8159110.0,vtron
VTTI Terminal Support Services B.V.,58165533.0,vtti terminal support services
Vuicon Engineering B.V.,24382216.0,vuicon engineering
Vuyk Engineering Rotterdam B.V.,24137027.0,vuyk engineering rotterdam
VW Consultancy B.V.,82609217.0,vw consultancy
VWR International B.V.,4038098.0,vwr international
VX Company IT Services B.V.,32059693.0,vx company it services
Vynova Beek B.V.,20058947.0,vynova beek
Vysus Netherlands B.V.,80687725.0,vysus
W&O Personeels-B.V.,85574546.0,wo personeels
W.B. Stables,1058396.0,wb stables
W.digital B.V.,65028589.0,wdigital
W.E. Engineering B.V.,8064318.0,we engineering
W.E.C. Lines B.V.,24159567.0,wec lines
W.F. Westermann & Co. B.V.,33001298.0,wf westermann co
W.P. Carey & Co. B.V.,34304842.0,wp carey co
W.P. van Acker B.V.,33066198.0,wp van acker
W.R. Fibers B.V.,57661065.0,wr fibers
Waalstroom Netwerk Notarissen,30253130.0,waalstroom netwerk notarissen
Waard Verzekeringen B.V.,36047736.0,waard verzekeringen
Wabco Automotive B.V.,24126110.0,wabco automotive
Wacker Biotech B.V.,34126525.0,wacker biotech
Wacker Neuson B.V.,31031861.0,wacker neuson
WAES Brainport B.V.,63050234.0,waes brainport
Wageningen Universiteit/ Wageningen University,9215846.0,wageningen universiteit wageningen university
WAI Europe B.V.,27283454.0,wai
Wakulimarket B.V.,69148295.0,wakulimarket
Waldom Electronics EMEA B.V.,50430823.0,waldom electronics emea
Walking The Talk Holding Coöperatie U.A.,51142015.0,walking talk coperatie ua
Walkro Blitterswijck B.V.,16058570.0,walkro blitterswijck
Wallvision B.V.,55448879.0,wallvision
Walraven Europe B.V.,72552875.0,walraven
Walsin Technology Europe B.V.,85044938.0,walsin technology
Walter Blom Plants B.V.,27378800.0,walter blom plants
Walters People B.V.,33300326.0,walters people
Wanders Wonders B.V.,33271622.0,wanders wonders
Wansheng Europe B.V.,63302810.0,wansheng
Wanzo (Europe) B.V.,59825227.0,wanzo
Warburg Pincus B.V.,34253650.0,warburg pincus
Warner Bros. Entertainment Nederland B.V.,33042612.0,warner bros entertainment
WarnerMedia Amsterdam B.V.,34328040.0,warnermedia amsterdam
Warp Industries B.V.,68335458.0,warp industries
Warpnet B.V.,55115446.0,warpnet
Wartenbergh Engineering Bureau B.V.,17191324.0,wartenbergh engineering bureau
Wärtsilä Netherlands,5047750.0,wrtsil
Wassenburg Medical B.V.,11017159.0,wassenburg medical
Waste Paper Trade C.V.,2331342.0,waste paper trade cv
WatchGuard Technologies B.V.,27319362.0,watchguard technologies
WaterBear Network B.V.,73151793.0,waterbear network
Waterland Health B.V.,82797609.0,waterland health
Waterland Private Equity Investments B.V.,32074547.0,waterland private equity investments
Waterland Projecten B.V.,54870496.0,waterland projecten
Waterline Equipment,78458005.0,waterline equipment
WaterRise B.V.,73381403.0,waterrise
Waters Chromatography B.V.,20073836.0,waters chromatography
Waterschap De Dommel,17277734.0,waterschap de dommel
Waterschap Limburg,67682065.0,waterschap limburg
Waterschap Rijn en IJssel,9212548.0,waterschap rijn en ijssel
Waterschap Rivierenland,30281419.0,waterschap rivierenland
Waterschapsbedrijf Limburg,50453483.0,waterschapsbedrijf limburg
Waterstudio.nl B.V.,34188681.0,waterstudionl
WaterWipes B.V.,70780005.0,waterwipes
Watts EMEA Holding B.V.,59437308.0,watts emea
Wattson Power B.V.,66171458.0,wattson power
Wave Corporate Finance B.V.,68049528.0,wave corporate finance
Wave5 B.V.,51192616.0,wave5
Wavemaker B.V.,33228408.0,wavemaker
Waves Group Consultancy B.V.,76263495.0,waves consultancy
WaveTronica B.V.,72808446.0,wavetronica
Wavin Diensten B.V.,5025333.0,wavin diensten
Waypoint Port Services B.V.,61208760.0,waypoint port services
WCC Development B.V.,30215767.0,wcc development
WCTS B.V.,56706340.0,wcts
WDJArchitecten B.V.,24291095.0,wdjarchitecten
WE ARE PI B.V.,51971186.0,we are pi
We Are Social B.V.,85230154.0,we are social
We4Sea B.V.,65476417.0,we4sea
WEA Noord-Holland B.V.,67658717.0,wea noordholland
Weagree B.V.,34315268.0,weagree
Wearable Works Of Art B.V.,71535624.0,wearable works of art
WeAreBrain Agency Group B.V.,73256560.0,wearebrain agency
WeAreReasonablePeople B.V.,54105706.0,wearereasonablepeople
Weather Impact B.V.,62139738.0,weather impact
Weatherford Netherlands B.V.,34231980.0,weatherford
Weathernews Benelux B.V.,32073686.0,weathernews benelux
Weaviate B.V.,75231824.0,weaviate
WEB HW Projects B.V.,90668413.0,web hw projects
Web Power B.V.,9103500.0,web power
WEB SW Projects B.V.,90668375.0,web sw projects
WEBB Traders B.V.,37156109.0,webb traders
Webbers International B.V.,27175278.0,webbers international
Webbouwers.com B.V.,70750300.0,webbouwerscom
Webfleet Solutions Sales B.V.,60077972.0,webfleet solutions sales
Webhelp Nederland B.V.,27117788.0,webhelp
WebinarGeek B.V.,68420765.0,webinargeek
Web-IQ B.V.,53250036.0,webiq
WebMD Netherlands B.V.,51463466.0,webmd
Webs Inbound B.V.,14102692.0,webs inbound
WebSec B.V.,78742919.0,websec
WebshopinChina.com B.V.,68846118.0,webshopinchinacom
Webzilla B.V.,8152605.0,webzilla
WeChat Pay Europe B.V.,72082860.0,wechat pay
Wecountancy Expat Services B.V.,75641488.0,wecountancy expat services
Wedigify B.V.,90019458.0,wedigify
Weener Plastics Group B.V.,63433982.0,weener plastics
Weening Strafrechtadvocaten,54060036.0,weening strafrechtadvocaten
Wefabricate HR B.V.,86869930.0,wefabricate hr
WE-Force B.V.,57124663.0,weforce
Weg Benelux S.A.,8107582.0,weg benelux sa
WEG Holding B.V.,91188350.0,weg
Wegochem Europe B.V.,34317623.0,wegochem
Wegwijs Administratie B.V.,88261816.0,wegwijs administratie
Wehkamp Retail Group B.V.,27109571.0,wehkamp retail
Weidema van Tol,34145597.0,weidema van tol
Weir Minerals Netherlands B.V.,12032525.0,weir minerals
Welink Constructie Advies B.V.,84774134.0,welink constructie advies
Well Engineering Partners (WEP) B.V.,4061243.0,well engineering partners wep
Well Gear B.V.,63268531.0,well gear
Well Guidance B.V.,71541535.0,well guidance
Wella Netherlands B.V.,80141374.0,wella
WellGear D&R B.V.,92742440.0,wellgear dr
Wellinq Medical B.V.,55418511.0,wellinq medical
Wellknit International B.V.,63479540.0,wellknit international
Wellman Recycling,9066911.0,wellman recycling
Wellness Innovations B.V.,59889861.0,wellness innovations
WellPerform B.V.,85316202.0,wellperform
Welo Post B.V.,74494112.0,welo post
Welocate B.V.,64004147.0,welocate
Wenneker.TV B.V.,34323979.0,wennekertv
WEPA Nederland B.V.,13029403.0,wepa
WePayPeople B.V.,34292836.0,wepaypeople
WePayPeople Backoffice Services B.V.,64996662.0,wepaypeople backoffice services
WePayPeople Verloningen B.V.,59291540.0,wepaypeople verloningen
Werfen B.V.,30058954.0,werfen
WerkGroep NL Contracting B.V.,24194837.0,werkgroep nl contracting
Werkorganisatie HLT Samen,67674712.0,werkorganisatie hlt samen
Werkspot B.V.,18079951.0,werkspot
Wessanen Benelux B.V.,57018154.0,wessanen benelux
Wessanen Nederland Holding B.V.,33163731.0,wessanen
Wesselman Accounting/Outsourcing B.V.,17170164.0,wesselman accountingoutsourcing
West 8 urban design & landscape architecture B.V.,24246438.0,west 8 urban design landscape architecture
West Consulting B.V.,27223525.0,west consulting
West Team B.V.,27318327.0,west team
Westcon Group European Operations Netherlands Branch,30221053.0,westcon european operations branch
WestFlex Services B.V.,24389241.0,westflex services
Westfort Vleesproducten B.V.,30182235.0,westfort vleesproducten
Westlake Epoxy B.V.,24294676.0,westlake epoxy
Westmark International B.V.,71725784.0,westmark international
Westmill Foods Europe B.V.,27131098.0,westmill foods
Westo Prefab Betonsystemen B.V.,4037246.0,westo prefab betonsystemen
Westport Fuel Systems Netherlands B.V.,17058344.0,westport fuel systems
"Wetensch. Onderzoek Verkeersveiligheid, Stg. SWOV",41151387.0,wetensch onderzoek verkeersveiligheid stg swov
Wetransfer B.V.,34380998.0,wetransfer
WETRAVEL B.V.,70669783.0,wetravel
WeVestr Coöperatie U.A.,77192516.0,wevestr coperatie ua
WEWO EUROPE B.V.,8146418.0,wewo
WeWork Companies (International) B.V.,61501220.0,wework companies international
WeWork Netherlands B.V.,61505439.0,wework
WEX Europe Services B.V.,59956550.0,wex services
